;Trident;Tasman;Gecko;WebKit;KHTML;Presto;iCab;
script;{{IE|3.0}}[2];rowspan="2" {{Yes}};rowspan="2" {{Yes}};rowspan="2" {{Yes}};rowspan="2" {{Yes}};rowspan="2" {{Yes}};rowspan="2" {{Yes}};
noscript;{{IE|3.0|Incorrect}}[2]{{Citation needed|date=May 2011}};
