Client;Regular;MSN (NTLM) browser login;Compuserve (RPA);MD5 APOP {{r|group=Note|APOP}};CRAM-HMAC {{r|group=Note|HMAC}};DIGEST-MD5;with hardware token PKCS#11;Biometric;SMTP Auth {{r|group=Note|SMTPAUTH}};X.509 Client certificate;OAUTH;
LOGIN;PLAIN;MD5;SHA1;RIPEMD;
Alpine;{{yes}};{{yes}};{{no}};{{no}};{{no}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{yes}};{{no}};{{dunno}};
Becky! Internet Mail;{{yes}};{{yes}};{{yes}};{{dunno}};{{yes}};{{yes}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{yes}};{{yes}};{{dunno}};
Citadel;{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
Claws Mail;{{yes}};{{yes}};{{dunno}};{{dunno}};{{yes}};{{yes}};{{dunno}};{{dunno}};{{yes}};{{no}};{{dunno}};{{yes}};{{no}};{{dunno}};
Cone;{{yes}};{{yes}};{{no}};{{no}};{{no}};{{yes}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{yes}};{{yes}};{{dunno}};
Courier;{{yes}};{{yes}};{{yes}};{{no}};{{yes}};{{yes}};{{yes}};{{no}};{{yes}};{{no}};{{no}};{{yes}};{{yes}};{{dunno}};
Elm;{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
eM Client;{{yes}};{{yes}};{{yes}};{{no}};{{no}};{{yes}};{{no}};{{no}};{{yes}};{{no}};{{no}};{{yes}};{{no}};{{yes}};
EmailTray;{{yes}};{{yes}};{{dunno}};{{dunno}};{{yes}};{{yes}};{{yes}};{{no}};{{dunno}};{{no}};{{no}};{{yes}};{{no}};{{dunno}};
Eudora;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{dunno}};{{dunno}};
Eureka Email;{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
Evolution;{{yes}};{{yes}};{{yes}};{{no}};{{yes}};{{yes}};{{no}};{{no}};{{yes}};{{no}};{{no}};{{yes}};{{no}};{{dunno}};
Gnus;{{yes}};{{yes}};{{dunno}};{{dunno}};{{yes}};{{yes}};{{yes}};{{dunno}};{{yes}};{{dunno}};{{dunno}};{{yes}};{{dunno}};{{dunno}};
GroupWise;{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
Hiri;{{yes}};{{yes}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{yes}};
i.Scribe / InScribe;{{yes}};{{yes}};{{yes}};{{no}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{yes}};{{no}};{{dunno}};
IBM Lotus Notes;{{yes}};{{dunno}};{{yes}};{{no}};{{no}};{{no}};{{dunno}};{{dunno}};{{dunno}};{{yes}};{{no}};{{yes}};{{dunno}};{{dunno}};
KMail;{{yes}};{{yes}};{{yes}};{{no}};{{yes}};{{yes}};{{no}};{{no}};{{yes}};{{no}};{{no}};{{yes}};{{yes}};{{dunno}};
Mailpile;{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
Microsoft Entourage;{{yes}};{{no}};{{yes}};{{dunno}};{{dunno}};{{Yes}};{{dunno}};{{dunno}};{{dunno}};{{Yes}};{{dunno}};{{Yes}};{{Yes}};{{dunno}};
Microsoft Office Outlook;{{yes}};{{no}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{yes}};{{no}};{{dunno}};
Mozilla Mail & Newsgroups;{{yes}};{{dunno}};{{dunno}};{{yes}};{{dunno}};{{yes}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
Mozilla Thunderbird;{{yes}};{{yes}};{{yes}};{{no}};{{yes}};{{yes}};{{no}};{{no}};{{no}} [1];{{yes}};{{no}};{{yes}};{{yes}};{{yes}};
Mulberry;{{yes}};{{yes}};{{yes}};{{no}};{{no}};{{yes}};{{no}};{{no}};{{yes}};{{no}};{{no}};{{yes}};{{yes}};{{dunno}};
Mutt;{{yes}};{{yes}};{{yes}};{{dunno}};{{yes}};{{yes}};{{no}};{{no}};{{yes}};{{no}};{{no}};{{no|1.5.15}};{{yes}};{{no|1.10.1}};
Netscape Messenger;{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
Netscape Messenger 9;{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
nmh / MH;{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
Opera Mail;{{yes}};{{yes}};{{no}};{{no}};{{yes}};{{yes}};{{no}};{{dunno}};{{dunno}};{{no}};{{no}};{{yes}};{{yes}};{{dunno}};
Outlook Express;{{yes}};{{no}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{yes}};{{no}};{{dunno}};
Pegasus Mail;{{yes}};{{dunno}};{{no}};{{no}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{yes}};{{yes}};{{dunno}};
Pine;{{yes}};{{yes}};{{no}};{{no}};{{no}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{yes}};{{no}};{{dunno}};
Pocomail;{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
RoundCube;{{yes}};{{yes}};{{dunno}};{{dunno}};{{yes}};{{yes}};{{yes}};{{dunno}};{{yes}};{{yes}};{{dunno}};{{yes}};{{dunno}};{{dunno}};
