Client;Website;Initial Release;Current Stable Version;Mod Based On;
eDonkey2000;None[17];{{release date and age|mf=yes|2000|09|06}};1.4.6 ({{release date and age|mf=yes|2006}});;
aMule;[1];{{release date and age|2003|09}};{{Latest stable software release/aMule}};;
eMule;Official;[2];{{release date and age|2002|05|13}};{{Latest stable software release/eMule}};;
Osp;[3];{{release date and age|2012|01|29}};0.23 ({{release date and age|mf=yes|2012|04|02}});Official 0.50a;
AnalyZZUL;[4];{{release date and age|2008|05|13}};3.0 ({{release date and age|mf=yes|2009|02|24}});eMule 0.49c ZZUL;
beba;[5];{{release date and age|2005|06|03}};2.72 ({{release date and age|mf=yes|2013|07|08}});Official 0.50a;
DreaMule;[6];{{release date and age|mf=yes|2005}};v3.2 ({{release date and age|mf=yes|2008|07|21}});;
Magic Angel;[7];{{release date and age|2006|02|21}};4.0 ({{release date and age|mf=yes|2011|02|13}});eMule 0.50a MorphXT 12.6;
Mephisto;[8];{{release date and age|mf=yes|2007|10|18}};3.0 ({{release date and age|mf=yes|2011|04|10}});eMule 0.50a ScarAngel 4.0;
MorphXT;[9];{{release date and age|mf=yes|2003|01|23}};{{Latest stable software release/eMule MorphXT Mod}};Official 0.50a;
NeoMule;[10];{{release date and age|mf=yes|2004|02|22}};{{Latest stable software release/eMule NeoMule Mod}};Official 0.49b;
ScarAngel;[11];{{release date and age|mf=yes|2005|04|02}};4.2 ({{release date and age|mf=yes|2011|06|22}});eMule 0.50a Xtreme 8.1;
SharkX;[12];{{dunno}};{{LSR | article = eMule SharkX Mod | latest release version = 2.0 | latest release date = {{Start date and age|2011|02|18}}[18] }};eMule 0.49c AcKroNiC 5.4;
Sivka;[13];{{dunno}};{{LSR | article = eMule Sivka Mod | latest release version = 19b1 | latest release date = {{Start date and age|2009|01|22}}[19] }};Official 0.49b;
Spike2;[14];{{dunno}};{{LSR | article = eMule Spike2 Mod | latest release version = 1.2 | latest release date = {{Start date and age|2007|09|19}}[20] }};Official 0.48a;
StulleMule;[15];{{release date and age|mf=yes|2005|04|22}};7.0 ({{release date and age|mf=yes|2010|12|25}});eMule 0.50a MorphXT 12.6;
Xtreme;[16];{{release date and age|mf=yes|2004}};{{Latest stable software release/eMule Xtreme Mod}};Official 0.50a;
X-Ray;[17];{{release date and age|mf=yes|2006|12|23}};1.7 ({{release date and age|mf=yes|2009|07|18}});Official 0.49c;
ZZUL;[18];{{dunno}};20090222-2320 ({{release date and age|mf=yes|2009|02|22}});Official 0.49c;
ZZUL BastarD;[19];{{release date and age|mf=yes|2004|11|28}};1.9.10 ({{release date and age|mf=yes|2009|11|09}});eMule 0.49c ZZUL;
eMule Plus;[20];{{release date and age|mf=yes|2002|10}};{{Latest stable software release/eMule Plus}};Old official eMule + own code;
iMule;www.imule.i2p[21];{{release date and age|mf=yes|2003}};{{Latest stable software release/iMule}};aMule;
JMule;[21];{{release date and age|mf=yes|2002|09|21}};{{Latest stable software release/JMule}};;
Jubster;None[22];{{dunno}};{{Latest stable software release/Jubster}};;
LMule;[22];{{release date and age|mf=yes|2003|01}};{{Latest stable software release/lMule}};;
Lphant;None[23];{{release date and age|mf=yes|2006}};{{Latest stable software release/Lphant}};;
MLDonkey;[23];{{release date and age|mf=yes|2003|01|23}};{{Latest stable software release/MLDonkey}};;
Morpheus;None[24];{{release date and age|mf=yes|2001}};{{Latest stable software release/Morpheus}};;
Shareaza;[24];{{release date and age|mf=yes|2002}};{{Latest stable software release/Shareaza}};;
xMule;[25];{{release date and age|mf=yes|2003|06}};{{Latest stable software release/xMule}};;
Client;Website;Initial Release;Current Stable Version;Mod Based On;
