Editor;WYSIWYG;FTP Upload;WebDAV Upload;Server-side scripting;Shared editing;Spell checking;Templates;Templates Update Sync;Page Preview;Form Handler;
Amaya;{{yes}};{{no}};{{yes}};{{no}};{{no}};{{yes}};{{partial}}[6];{{no}};{{yes}};{{dunno}};
Aptana;{{no}};{{yes}};{{dunno}};{{yes}} (via plugins);{{yes}};{{no}};{{some}} (i.e. Snippets);{{dunno}};{{yes}};{{dunno}};
Arachnophilia;{{no}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{yes}};{{yes}};{{dunno}};{{yes}};{{dunno}};
Bluefish;{{No}};{{Yes}};{{Yes}};{{Yes}};{{No}};{{Yes}};{{Yes}};{{Yes}};{{Yes}};{{dunno}};
BlueGriffon;{{yes}};{{no}} (add-on)[7];{{no}};{{dunno}};{{no}};{{yes}};{{yes}} (via commercial proprietary add-on)[8];{{no}};{{yes}};{{dunno}};
Brackets;"Live Preview" in-browser;{{yes}} (via extension);{{no}};{{yes}};{{no}};{{yes}} (via extension);{{yes}} (via extension);{{no}};{{yes}};{{dunno}};
Claris Homepage;{{yes}};{{yes}};{{no}};{{no}};{{no}};{{yes}};{{yes}};{{no}};{{yes}};{{dunno}};
Codelobster;{{no}};{{yes}};{{no}};{{Yes}};{{no}};{{no}};{{yes}};{{dunno}};{{yes}};{{dunno}};
CoffeeCup HTML Editor;{{no}};{{yes}};{{dunno}};{{no}};{{no}};{{yes}};{{yes}};{{dunno}};{{yes}};{{dunno}};
Dreamweaver;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};
EZGenerator;{{yes}};{{yes}};{{dunno}};{{dunno}};{{dunno}};{{yes}};{{yes}};{{dunno}};{{yes}};{{dunno}};
Freeway;{{yes}};{{yes}};{{no}};{{yes}};{{no}};{{yes}};{{yes}};{{dunno}};{{yes}};{{yes}};
GoLive;{{yes}};{{yes}};{{yes}};{{yes}};{{no}};{{yes}};{{yes}};{{dunno}};{{yes}};{{dunno}};
HTML-Kit;{{no}};{{yes}};{{dunno}};{{yes}};{{no}};{{yes}};{{yes}};{{dunno}};{{yes}};{{dunno}};
KompoZer;{{yes}};{{yes}};{{no}};{{no}};{{no}};{{yes}};{{yes}};{{no}};{{yes}};{{dunno}};
LibreOffice;{{yes}};{{yes}};{{dunno}};{{dunno}};{{yes}};{{yes}};{{yes}};{{dunno}};{{yes}};{{dunno}};
Maqetta;{{yes}};?;?;?;?;?;?;?;{{yes}};?;
Microsoft Expression Web;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{dunno}};
Microsoft FrontPage;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{dunno}};{{yes}};{{dunno}};
Microsoft SharePoint Designer;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{dunno}};{{yes}};{{dunno}};
Microsoft Visual Web Developer;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{dunno}};{{yes}};{{dunno}};
Mobirise;{{yes}};{{yes}};{{no}};{{yes}};{{no}};{{no}};{{yes}};{{dunno}};{{yes}};{{yes}};
Web Architect;{{no}};{{yes}};{{dunno}};{{yes}};{{no}};{{yes}};{{yes}};{{dunno}};{{yes}};{{dunno}};
Nvu;{{yes}};{{yes}};{{yes}};{{no}};{{no}};{{yes}};{{yes}};{{no}};{{yes}};{{dunno}};
openElement;{{yes}};{{yes}};{{no}};{{yes}};{{no}};{{yes}};{{yes}};{{dunno}};{{yes}};{{yes}};
OpenOffice.org;{{yes}};{{yes}};{{dunno}};{{dunno}};{{yes}};{{yes}};{{yes}};{{dunno}};{{yes}};{{dunno}};
oXygenXML Editor;{{partial}} (more like WYSIWYM);{{yes}} and SFTP;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{partial}} (via XSLT to browser);maybe, depends on type.;
Quanta Plus;{{yes}};{{yes}};{{no}} (cvs instead);{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{dunno}};
RocketCake;{{yes}};{{yes}};{{no}};{{yes}};{{no}};{{no}};{{yes}};{{yes}};{{yes}};{{yes}};
SeaMonkey Composer;{{yes}};{{yes}};{{yes}};{{no}};{{no}};{{yes}};{{no}};{{no}};{{yes}};{{dunno}};
TOWeb;{{yes}};{{yes}};{{no}};{{yes}};{{no}};{{yes}};{{yes}};{{dunno}};{{yes}};{{yes}};
Editor;WYSIWYG;FTP Upload;WebDAV Upload;Server-side scripting;Shared editing;Spell checking;Templates;Templates Update Sync;Page Preview;Form Handler;
