Client;Primary developers;Distribution model;Software license;User interface;Programming language;
Adium;Thijs Alkemade;Free software;{{free|GPL}};GUI;Objective-C and C;
Ambassador{{Anchor|Ambassador}}[1];Isengrim;Free software;{{free|MPL}};GUI{{r|group=Note|standaloneandbrowser}};JavaScript, XUL;
Bersirc{{Anchor|Bersirc}}[2];Jamie Frater, Nicholas Copeland;Free software;{{free|LGPL}};GUI;C (Delphi originally);
BitchX{{Anchor|BitchX}};Colten Edwards;Free software;{{free|BSD}};TUI, GUI;C;
ChatZilla{{Anchor|ChatZilla}};Mozilla Foundation;Free software;{{free|MPL, GPL, LGPL tri-license}};GUI{{r|group=Note|webbrowser}};JavaScript, XUL;
Colloquy{{Anchor|Colloquy}};Timothy Hatcher, Kiji Roshi;Desktop: free software, mobile: commercial;{{free|BSD: mobile, GPL: desktop}};GUI;Objective-C;
ERC{{Anchor|ERC}};;Free software;{{free|GPL}};TUI, GUI;Emacs Lisp;
F-IRC;Folkert van Heusden;Free software;{{free|GPL}};TUI;C++;
GrumpyChat[3];Petr Bena;Free software;{{free|LGPL}};GUI;C++;
HexChat[4];Berke Viktor;Free software;{{free|GPL}};TUI, GUI;C;
IceChat[5][6];Paul Vanderzee;Free software;{{free|GPL}};GUI;C# (Visual Basic until 2004)[7];
Igloo {{Anchor|Ircle}};Jordan Koch;Free mobile application;{{free|BSD}};GUI;Swift;
Instantbird;Florian Quèze;Free software;{{free|GPL}};GUI;C/C++, JavaScript, CSS, XUL;
ircII{{Anchor|ircII}};Michael Sandrof;Free software;{{free|BSD}};TUI;C;
Ircle{{Anchor|Ircle}};Onno Tijdgat;Commercial 30-day trial;{{proprietary}};GUI;C;
Irssi{{Anchor|Irssi}};Timo Sirainen;Free software;{{free|GPL}};TUI;C;
KiwiIRC{{Anchor|KiwiIRC}};Darren Whitlen;Free software;{{free|AGPL}};Web;Javascript frontend, Node.js backend;
KVIrc{{Anchor|KVIrc}};Szymon Stefanek;Free software;{{free|GPL}};GUI;C++;
Konversation{{Anchor|Konversation}};KDE;Free software;{{free|GPL}};GUI;C++;
LeafChat{{Anchor|LeafChat}}[8];Samuel Marshall;Free software;{{free|GPL}};GUI;Java;
LimeChat{{Anchor|LimeChat}}[9][10][11];Satoshi Nakagawa;Free software;{{free|GPL}}[12];GUI;RubyCocoa (2007–2010)[11][12] Objective-C(2010–)[13];
Linkinus{{Anchor|Linkinus}};Conceited Software;Commercial, 15-day trial;{{proprietary}};GUI;Objective-C;
Mibbit{{Anchor|Mibbit}};Jimmy Moore;Textual Adbar;{{proprietary}};Web;JavaScript frontend, Java backend;
mIRC{{Anchor|mIRC}};Khaled Mardam-Bey;Shareware 30-day trial[14];{{proprietary}};GUI;C/C++ (Borland C++ originally)[15];
Nettalk;Nicolas Kruse;Freeware;{{free|Apache 2.0}};GUI;Visual Basic;
Opera (until version 12.xx) {{Anchor|Opera}}{{r|group=Note|opera}};;Freeware;{{proprietary}};GUI{{r|group=Note|browsercomp}};C++;
Pidgin;;Free software;{{free|GPL}};GUI;C;
PIRCH{{Anchor|PIRCH}};;Shareware;{{proprietary}};GUI;Delphi;
PJIRC{{Anchor|PJIRC}};Philippe Detournay;Free software;{{free|GPL}};GUI;Java;
Quassel{{Anchor|Quassel}};Manuel Nickschas, Marcus Eggenberger, Alexander von Renteln;Free software;{{free|GPL}};TUI{{r|group=Note|ncomp}}, GUI{{r|group=Note|cldaemon}};C++;
qwebirc{{Anchor|qwebirc}};Chris Porter;Free software;{{free|GPL}};Web;JavaScript front end, Python backend;
rcirc{{Anchor|rcirc}};Ryan Yeske;Free software;{{free|GPL}};TUI;Emacs Lisp;
Smuxi{{Anchor|Smuxi}};Mirco Bauer;Free software;{{free|GPL}};GUI, TUI, server{{r|group=Note|cldaemon}};C#;
Snak{{Anchor|Snak}};Kent Sorensen;Commercial;{{proprietary}};GUI;{{dunno}};
Visual IRC{{Anchor|Visual IRC}};;Free software;{{free|GPL}};GUI;{{dunno}};
WeeChat{{Anchor|WeeChat}};Sebastien Helleu;Free software;{{free|GPL}};TUI, GUI{{r|group=Note|dev}};C;
XChat (evolved into HexChat){{Anchor|XChat}}{{r|group=Note|obsolete}};;Unix/Linux: free software; Windows: commercial, 30-day trial[16] (HexChat is free of charge);{{partial|GPL}}; or proprietary for Windows;TUI, GUI;C;
Client;Primary developers;Distribution model;Software license;User interface;Programming language;
