System;Email;RSS;Atom;XMPP;Twitter;
Apache Bloodhound;{{Yes}};{{Yes}};{{No}};{{No}};{{No}};
Assembla Tickets;{{Yes}};{{Yes}};{{No}};{{No}};{{Yes}};
Axosoft;{{Yes}};{{Yes}};{{No}};{{No}};{{No}};
Bugzilla;{{Yes}};{{Yes}};{{Yes}};{{No}};{{No}};
Debbugs;{{Yes}};{{No}};{{No}};{{No}};{{No}};
Faveo Helpdesk;{{Yes}};{{No}};{{No}};{{No}};{{No}};
FogBugz;{{Yes}};{{Yes}};{{No}};{{No}};{{No}};
Fossil;{{No}};{{Yes}};{{No}};{{No}};{{No}};
FusionForge;{{Yes}};{{Yes}};{{No}};{{No}};{{No}};
GLPI;{{Yes}};{{No}};{{No}};{{Yes}};{{No}};
GNATS;{{Yes}};{{No}};{{No}};{{No}};{{No}};
HP Quality Center;{{Yes}};{{No}};{{No}};{{No}};{{No}};
IBM Rational ClearQuest;{{Yes}};{{No}};{{No}};{{No}};{{No}};
Jira;{{Yes}};{{Yes}};{{No}};{{Yes}};{{No}};
Liberum Help Desk;{{Yes}};{{No}};{{No}};{{No}};{{No}};
MantisBT;{{Yes}};{{Yes}};{{No}};{{No}};{{Yes}};
Microsoft Dynamics CRM;{{Yes}};{{No}};{{No}};{{No}};{{No}};
org-mode;{{No}};{{No}};{{No}};{{No}};{{No}};
OTRS;{{Yes}};{{No}};{{No}};{{No}};{{No}};
Phabricator;{{Yes}};{{No}};{{No}};{{No}};{{No}};
Pivotal Tracker;{{Yes}};{{Yes}};{{Yes}};{{No}};{{Yes}};
Redmine;{{Yes}};{{Yes}};{{Yes}};{{Yes}}, via plugin;{{Yes}};
Request Tracker;{{Yes}};{{Yes}}[62];{{No}};{{No}};{{No}};
Roundup;{{Yes}};{{Yes}}[63];{{Yes}}[63];{{No}};{{No}};
StarTeam;{{Yes}};{{No}};{{No}};{{No}};{{No}};
Supportworks;{{Yes}};{{No}};{{No}};{{No}};{{No}};
SysAid;{{Yes}};{{No}};{{No}};{{No}};{{No}};
Team Foundation Server;{{Yes}};{{No}};{{No}};{{No}};{{No}};
TestTrack;{{Yes}};{{Yes}};{{No}};{{No}};{{No}};
The Bug Genie;{{Yes}};{{Yes}};{{Yes}};{{No}};{{No}};
Trac;{{Yes}};{{Yes}};{{No}};{{No}};{{No}};
TrackerSuite.Net;{{Yes}};{{No}};{{No}};{{No}};{{No}};
Twproject;{{Yes}};{{Yes}};{{No}};{{No}};{{Yes}};
Usersnap;{{Yes}};{{Yes}};{{No}};{{No}};{{No}};
Wrike;{{Yes}};{{No}};{{No}};{{No}};{{No}};
YouTrack;{{Yes}};{{Yes}};{{No}};{{Yes}};{{No}};
System;Email;RSS;Atom;XMPP;Twitter;
