Implementation;RSA[20];RSA-EXPORT (insecure)[20];DHE-RSA (forward secrecy)[20];DHE-DSS (forward secrecy)[20];ECDH-ECDSA[73];ECDHE-ECDSA (forward secrecy)[73];ECDH-RSA[73];ECDHE-RSA (forward secrecy)[73];GOST R 34.10-94, 34.10-2001[74];
BearSSL;{{yes}};{{yes|No}};{{no}};{{no}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};
Botan;{{yes|Disabled by default}};{{Yes|No}};{{yes}};{{okay|Disabled by default}};{{no}};{{yes}};{{no}};{{yes}};{{no}};
CryptoComply;{{yes}};{{Yes|Disabled by Default}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};
cryptlib;{{yes}};{{Yes|No}};{{yes}};{{okay|Yes}};{{no}};{{yes}};{{no}};{{no}};{{no}};
GnuTLS;{{yes}};{{yes|No}};{{yes}};{{okay|Disabled by default}}[23];{{no}};{{yes}};{{no}};{{yes}};{{no}};
JSSE;{{yes}};{{Yes|Disabled by default}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}}[75];
LibreSSL;{{yes}};{{Yes|No}}[27];{{yes}};{{okay|Yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}}[76];
MatrixSSL;{{yes}};{{Yes|No}};{{yes}};{{okay|No}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};
mbed TLS;{{yes}};{{Yes|No}};{{yes}};{{okay|No}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};
NSS;{{yes}};{{Yes|Disabled by default}};{{Yes}}[77];{{okay|Yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}}[78][79];
OpenSSL;{{yes}};{{yes|No}}[36];{{yes}};{{okay|Disabled by default}}[36];{{yes}};{{yes}};{{yes}};{{yes}};{{yes}}[80];
RomStl;{{yes}};{{Yes|No}};{{yes}};{{Yes}};{{no}};{{yes}};{{no}};{{yes}};{{no}};
RSA BSAFE;{{yes}};{{Yes|No}};{{yes}};{{okay|Yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};
rustls;{{no}};{{no}};{{no}};{{no}};{{no}};{{yes}};{{no}};{{yes}};{{no}};
SChannel XP/2003;{{yes}};{{No|Yes}};{{no}};{{okay|XP: Max 1024 bits 2003: 1024 bits only}};{{no}};{{no}};{{no}};{{no}};{{no}}[81];
SChannel Vista/2008;{{yes}};{{Yes|Disabled by default}};{{no}};{{Yes|1024 bits by default}}[82];{{no}};{{yes}};{{no}};{{partial|except AES_GCM}};{{no}}[81];
SChannel 8/2012;{{yes}};{{Yes|Disabled by default}};{{partial|AES_GCM only}}[83][84][85];{{Yes|1024 bits by default}}[82];{{no}};{{yes}};{{no}};{{partial|except AES_GCM}};{{no}}[81];
SChannel 7/2008R2, 8.1/2012R2;{{yes}};{{Yes|Disabled by default}};{{yes}};{{Yes|2048 bits by default}}[82];{{no}};{{yes}};{{no}};{{partial|except AES_GCM}};{{no}}[81];
SChannel 10;{{yes}};{{Yes|Disabled by default}};{{yes}};{{Yes|2048 bits by default}}[82];{{no}};{{yes}};{{no}};{{yes}};{{no}}[81];
Secure Transport OS X 10.6;{{yes}};{{No|Yes}};{{partial|except AES_GCM}};{{okay|Yes}};{{yes}};{{partial|except AES_GCM}};{{yes}};{{partial|except AES_GCM}};{{no}};
Secure Transport OS X 10.8-10.10;{{yes}};{{Yes|No}};{{partial|except AES_GCM}};{{okay|No}};{{yes}};{{partial|except AES_GCM}};{{yes}};{{partial|except AES_GCM}};{{no}};
Secure Transport OS X 10.11;{{yes}};{{Yes|No}};{{yes}};{{okay|No}};{{no}};{{yes}};{{no}};{{yes}};{{no}};
wolfSSL;{{yes}};{{Yes|No}};{{yes}};{{okay|No}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};
Erlang/OTP SSL application;{{yes}};{{yes|No}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};
Implementation;RSA[20];RSA-EXPORT (insecure)[20];DHE-RSA (forward secrecy)[20];DHE-DSS (forward secrecy)[20];ECDH-ECDSA[73];ECDHE-ECDSA (forward secrecy)[73];ECDH-RSA[73];ECDHE-RSA (forward secrecy)[73];GOST R 34.10-94, 34.10-2001[74];
