System;Git;Mercurial;Bazaar;Monotone;Darcs;CVS;Subversion;Perforce;AccuRev;ClearCase;Others;
Apache Bloodhound;{{Yes}};{{Yes}};{{Yes}};{{Yes}};{{Yes}};{{Yes}};{{Yes}};{{Optional}}[64];{{Yes}};{{No}};{{No}};
Assembla Tickets;{{Yes}};{{Yes}};{{No}};{{No}};{{No}};{{No}};{{Yes}};{{Yes}};{{No}};{{No}};{{No}};
Axosoft;{{Yes}};{{Yes}}[65];{{No}};{{No}};{{No}};{{No}};{{Yes}};{{Yes}};{{No}};{{No}};{{Yes}} VSS, Vault Sourcegear;
Bugzilla;{{Yes}}[66];{{Yes}}[67];{{Yes}};{{No}};{{No}};{{Yes}};{{Yes}};{{Yes}};{{Yes}};{{No}};{{No}};
Debbugs;{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};
Faveo Helpdesk;{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};
FogBugz;{{Yes}};{{Yes}};{{No}};{{No}};{{No}};{{Yes}};{{Yes}};{{Yes}};{{No}};{{No}};{{Yes|2}}[68];
Fossil;{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{Yes}};{{No}};{{Yes|1}}[69];
FusionForge;{{Yes}};{{Yes}};{{Yes}};{{No}};{{No}};{{Yes}};{{Yes}};{{No}};{{No}};{{No}};{{No}};
GNATS;{{No}};{{No}};{{No}};{{No}};{{No}};{{Yes}};{{No}};{{No}};{{No}};{{No}};{{No}};
HP Application Lifecycle Management;{{No}};{{No}};{{No}};{{No}};{{No}};{{Yes}};{{Yes}};{{Yes}}[70];{{Yes}};{{No}};{{No}};
IBM Rational ClearQuest;{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{Yes}}[71];{{Yes}};{{Yes}};{{No}};
Jira;{{Yes}};{{Yes}};{{No}};{{No}};{{No}};{{Yes}};{{Yes}};{{Yes}};{{Yes}}[72];{{No}}[73];{{Yes}}[74];
Liberum Help Desk;{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};
MantisBT;{{Yes}};{{Yes}}[75];{{No}};{{No}};{{No}};{{Yes}};{{Yes}};{{No}};{{No}};{{No}};{{No}};
Microsoft Dynamics CRM;{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};
org-mode;{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};
OTRS;{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};
Phabricator;{{Yes}};{{Yes}};{{No}};{{No}};{{No}};{{No}};{{Yes}};{{No}};{{No}};{{No}};{{No}};
Pivotal Tracker;{{Yes}};{{No}};{{No}};{{No}};{{No}};{{Yes}};{{Yes}};{{No}};{{No}};{{No}};{{No}};
Redmine;{{Yes}};{{Yes}};{{Yes}};{{No}};{{Yes}};{{Yes}};{{Yes}};{{Yes}}[70];{{No}};{{No}};{{No}};
Request Tracker;{{No}};{{No}};{{No}};{{No}};{{No}};{{Yes}};{{Yes}};{{No}};{{No}};{{No}};{{No}};
Roundup;{{No}};{{No}};{{No}};{{No}};{{Yes}};{{No}};{{Yes}};{{No}};{{No}};{{No}};{{No}};
StarTeam;{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{Yes}} - StarTeam includes revision control;
Supportworks;{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};
SysAid;{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{Yes}};{{No}};{{No}};{{No}};{{No}};
Team Foundation Server;{{Yes}}[76];{{No}};{{Yes}}[77];{{No}};{{No}};{{No}};{{Yes}}[78];{{No}};{{No}};{{No}};{{Yes}} - TFS includes revision control;
TestTrack;{{Yes}};{{No}};{{No}};{{No}};{{No}};{{Yes}};{{Yes}};{{Yes}};{{No}};{{No}};{{Yes}} - Surround SCM, VSS;
The Bug Genie;{{Yes}};{{Yes}};{{Yes}};{{No}};{{No}};{{Yes}};{{Yes}};{{Yes}};{{No}};{{No}};{{No}};
Trac;{{Yes}};{{Yes}};{{Yes}};{{Yes}};{{Yes}};{{No}};{{Yes}};{{Optional}}[64];{{Yes}};{{No}};{{No}};
TrackerSuite.Net;{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};
Tuleap;{{Yes}};{{No}};{{No}};{{No}};{{No}};{{Yes}};{{Yes}};{{No}};{{No}};{{No}};{{No}};
Twproject;{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{Yes}};{{No}};{{No}};{{No}};{{No}};
Usersnap;{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};
Wrike;{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{Yes}};{{No}};{{No}};{{No}};{{No}};
YouTrack;{{Yes}}[79];{{Yes}}[79];{{No}};{{No}};{{No}};{{Yes}}[79];{{Yes}}[79];{{Yes}}[79];{{No}};{{Yes}}[79];{{Yes|3}}[79][80];
System;Git;Mercurial;Bazaar;Monotone;Darcs;CVS;Subversion;Perforce;AccuRev;ClearCase;Others;
