Audio player;AVI;ASF;QuickTime;Ogg;OGM;Matroska;MP4;MPEG-21;NUT;FLV;
AIMP;{{no}};{{yes}};{{no}};{{yes}};{{no}};{{no}};{{partial|Partial}};{{no}};{{no}};{{no}};
Amarok;{{yes}};{{yes}};{{yes}};{{yes}};{{partial|Basic}};{{partial|Basic}};{{yes}};{{dunno}};{{dunno}};{{yes}};
Audacious;{{no}};{{yes}};{{no}};{{yes}};{{no}};{{no}};{{yes}};{{no}};{{no}};{{Partial|Audio only}};
Audion;{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{dunno}};{{dunno}};{{dunno}};
cmus;{{no}};{{no}};{{no}};{{partial|Vorbis only}};{{no}};{{partial|Basic}};{{yes}};{{dunno}};{{dunno}};{{dunno}};
Cog;{{no}};{{no}};{{no}};{{yes}};{{no}};{{no}};{{partial}};{{dunno}};{{dunno}};{{dunno}};
foobar2000;{{partial}}[7];{{yes}};{{no}};{{yes}};{{no}};{{yes}}[27];{{yes}};{{dunno}};{{dunno}};{{Partial|Audio only}};
JuK;{{no}};{{no}};{{no}};{{partial|Vorbis only}};{{no}};{{no}};{{no}};{{dunno}};{{dunno}};{{dunno}};
JRiver Media Center;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{dunno}};{{yes}};
MediaMonkey;{{no}};{{no}};{{no}};{{partial|Vorbis only}};{{no}};{{no}};{{no}};{{dunno}};{{dunno}};{{dunno}};
MOC;{{yes}};{{dunno}};{{dunno}};{{yes}};{{dunno}};{{yes}};{{yes}};{{dunno}};{{dunno}};{{yes}};
MPXPLAY;{{yes}};{{yes}};{{no}};{{yes}};{{dunno}};{{dunno}};{{yes}};{{dunno}};{{dunno}};{{dunno}};
MusicBee;{{no}};{{no}};{{no}};{{partial|Vorbis only}};{{no}};{{no}};{{partial|AAC only}};{{no}};{{no}};{{no}};
Musicmatch Jukebox;{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{dunno}};{{dunno}};{{dunno}};
musikCube;{{no}};{{no}};{{no}};{{partial|Vorbis only}};{{no}};{{no}};{{no}};{{dunno}};{{dunno}};{{dunno}};
Rhapsody;{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{dunno}};{{dunno}};{{dunno}};
Rhythmbox;{{no}};{{yes}};{{no}};{{partial|Vorbis only}};{{no}};{{no}};{{yes}}[23];{{dunno}};{{dunno}};{{dunno}};
Sonique;{{no}}[25];{{no}};{{no}};{{yes}};{{no}};{{no}};{{no}};{{dunno}};{{dunno}};{{dunno}};
Winamp;{{yes}};{{yes}};{{yes}}[7];{{yes}};{{yes}};{{yes}};{{yes}};{{dunno}};{{dunno}};{{yes}};
XMMS;{{no}};{{no}};{{no}};{{partial|Vorbis only}};{{no}};{{no}};{{no}};{{dunno}};{{dunno}};{{dunno}};
Zinf;{{no}};{{no}};{{no}};{{partial|Vorbis only}};{{no}};{{no}};{{no}};{{dunno}};{{dunno}};{{dunno}};
Audio player;AVI;ASF;QuickTime;Ogg;OGM;Matroska;MP4;MPEG-21;NUT;FLV;
