Project;License;Date;Version;Protocol;Technology;Server;Client;Web Client;Multiple Sessions;Encryption;Authentication;
2X Software;{{yes|?}};{{yes|?}};{{yes|?}};{{yes|?}};{{yes|?}};{{yes|?}};Proprietary;June 24, 2006;?;Proprietary;RDP;
