Client;Toolkits or SDKs;File transfer;Editing sent messages;Proxy server;Graphical emoticons;Unicode (UTF-8);Built-in games;Themes, skins;Plugin system;Third party add-ons;Scripting;Message logging;Voice messaging;Voice mail;Webcam;Offline;Cloud backup;Remote desktop assistance;Whiteboard;RTL texting;
Skype;Qt/KDE, W32;{{yes}};{{yes}};{{yes}};{{yes}};{{partial}};{{yes}};{{no}};{{yes}};{{yes}};{{no}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};;{{yes-no}}[38][59];{{yes}};
Surespot;?;{{yes}};{{dunno}};{{dunno}};{{yes}};{{yes}};{{no}};{{yes}};{{no}};{{no}};{{yes}};{{yes}};{{yes}};{{no}};{{no}};{{yes}};;{{dunno}};{{dunno}};
Tencent QQ;W32;{{yes}};{{dunno}};{{dunno}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};{{yes}};{{yes}};;{{yes}};{{dunno}};
Telegram;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};{{yes}};{{no}};{{no}};{{no}};{{yes}};{{yes}};{{yes}};{{partial}};{{yes}};{{Partial|Only un-encrypted messages}};{{Yes}};{{Yes}};
Tkabber;Tcl/Tk;{{yes}};{{dunno}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};{{no}};{{no}};{{yes}};;{{yes}};{{no}};
Tox;Many [62];{{yes}};{{dunno}};{{yes}};{{yes}};{{yes}};Up to clients [62];Up to clients [62];Up to clients [62];Up to clients [62];Up to clients [62];{{yes}};{{yes}};{{no}};{{yes}};{{partial}} [63];;{{no}};{{yes}};
Trillian;W32, Cocoa;{{yes}};{{dunno}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{dunno}};{{yes}};{{yes}};{{dunno}};{{yes}};{{yes}};;{{dunno}};{{yes}};
WhatsApp;{{no}};{{yes}};{{no}};{{no}};{{yes}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{yes}};{{yes}};{{yes}};{{dunno}};{{yes}};;{{no}};{{yes}};
Wickr;{{no}};{{yes}};{{dunno}};{{yes}};{{no}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{yes}};{{no}};{{yes}};{{yes}};;{{no}};?;
Windows Live Messenger;W32;{{yes}};{{dunno}};{{yes}}, http, socks4/5,;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};;{{yes}};{{yes}};
Wire;{{no}};{{yes}};{{yes}};{{no}};{{yes}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{No}}[64];{{no}};{{yes}};
Xfire;W32;{{yes}};{{dunno}};{{dunno}};{{no}};{{yes}};{{no}};{{yes}};{{partial}};{{yes}};{{no}};{{yes}};{{yes}};{{no}};{{no}};{{no}};;{{no}};{{dunno}};
Yahoo! Messenger;W32, Cocoa, GTK;{{yes}};{{dunno}};{{dunno}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{dunno}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};;{{partial}};{{yes}};
Yuilop;{{dunno}};{{yes}};{{dunno}};{{no}};{{yes}};{{dunno}};{{no}};{{no}};{{no}};{{no}};{{dunno}};{{yes}};{{yes}};{{no}};{{no}};{{yes}};;{{partial}};{{dunno}};
Client;Toolkits or SDKs;File transfer;Editing sent messages;Proxy server;Graphical emoticons;Unicode (UTF-8);Built-in games;Themes, skins;Plugin system;Third party add-ons;Scripting;Message logging;Voice messaging;Voice mail;Webcam support;Offline messaging;Cloud backup;Remote desktop assistance;Whiteboard;RTL texting;
