KeyNote NF;Notebooks, notes and tree;{{Yes}};{{Yes}};{{No}};{{No}};{{No}};{{No}};{{No}};{{Yes}};{{Yes}};{{Dunno}};{{Yes}};Internal: combination of TXT and RTF; import/export: TXT, RTF, HTML, Treepad;
Memonic;{{Dunno}};{{Dunno}};{{No}};{{Yes}};{{Yes}};{{No}};{{No}};{{Dunno}};{{Dunno}};{{Dunno}};{{Dunno}};{{Yes}};Notes stored as XML; can attach any filetype;
Microsoft OneNote;Notebooks, sections, pages;{{Yes}};{{Yes}};{{Yes}}[8];{{Yes}}[9];{{Yes}};{{Yes}};{{Yes}};{{Yes}};{{Yes}};{{No}};{{Yes}};Open, XML,[10] import from web pages and other applications{{clarify|date=August 2014}};
MyInfo;{{Dunno}};{{Yes}};{{Yes}};{{No}};{{Yes}};{{No}};{{No}};{{No}};{{Yes}};{{Yes}};{{Dunno}};{{Yes}};Proprietary, encrypted; import: plain text, RTF, CSV, MS Word, images, web pages; exports: plain text, HTML, RTF, CSV, MS Word;
MyNotex;{{Dunno}};{{Dunno}};{{Dunno}};{{Yes}};{{No}};{{No}};{{No}};{{No}};{{Dunno}};{{Yes}};{{Dunno}};{{Yes}};Sqlite based, zipped attachments; export to HTML; copying as LaTeX; import text files, OpenOffice.org documents;
Notizen .NET;tree;{{Dunno}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{Dunno}};{{Yes}};{{Dunno}};{{No}};TXT (ANSI/Unicode), RTF, ALX;
Okular;{{Dunno}};{{Dunno}};{{Dunno}};{{No}};{{Yes}}[11];{{No}};{{No}};{{No}};{{Dunno}};{{Dunno}};{{Dunno}};{{Yes}};PDF, PS, TIFF, CHM, DjVu, DVI, XPS, ODF, others; export PDF+notes for sending to other Okular users;
Open-Sankoré;tree, notebooks;{{No}};{{No}};{{No}};{{Yes}};{{Yes}};{{Yes}};{{No}};{{No}};{{No}};{{Dunno}};{{Yes}};Save/export: PDF, IWB, UBZ; Import: PDF, IWB, UBZ, images, image directories;
Outline;Tree-structured notebooks, sections, pages;{{Yes}};{{Yes}};{{Yes}}[12];{{Yes}};{{No}};{{Yes}};{{No}};{{Yes}};{{Yes}};{{Dunno}};{{Yes}};MS OneNote format, export/import as PDF;
PDF Studio;{{Dunno}};{{Dunno}};{{Dunno}};{{Dunno}};{{Yes}};{{No}};{{Dunno}};{{Dunno}};{{Dunno}};{{Dunno}};{{Dunno}};{{Yes}};PDF;
Personal Knowbase;tags;{{Dunno}};{{Dunno}};{{Dunno}};{{No}};{{No}};{{Dunno}};{{Dunno}};{{Dunno}};{{Dunno}};{{Dunno}};{{Yes}};Export to RTF, HTML, TXT, CSV;
Qiqqa;tags, brainstorm;{{No}};{{No}};{{Yes}};{{Yes}};{{No}};{{Yes}};{{No}};{{No}};{{Yes}};{{Dunno}};{{Yes}};Proprietary, PDF, Brainstorm; export to RTF and Word;
Simplenote;tags;{{Yes}};{{No}};{{Yes}};{{No}};{{No}};{{No}};{{No}};{{Yes}};{{Yes}};{{Dunno}};{{Yes}};Export to XML;
TagSpaces;tags, files, directories;{{Yes}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{Yes}};{{Dunno}};{{Yes}};PNG, JPG, GIF, BMP, ICO, WEBP, SVG, PDF, HTML, MHT, MHTML, MARKDOWN, TXT, XML, JSON, OGG, OGV, WEBM, ODT, ODS, ODP, ODG, EPUB, ZIP;
TiddlyWiki;tags (wikiwords);{{Yes}};{{Yes}};{{Yes}};{{Partial|Via plugin}};{{No}};{{Dunno}};{{No}};{{Yes}}(via browser);{{Yes}};{{Dunno}};{{Yes}};HTML, json, txt,csv;
Tomboy;{{Dunno}};{{Yes}};{{Dunno}};{{Yes}};{{No}};{{No}};{{No}};{{No}};{{Yes}};{{Yes}};{{Dunno}};{{Yes}};NoteXmlFormat, HTML, PDF, wiki-formats;
TreeDBNotes;tree;{{Yes}};{{Yes}};{{Dunno}};{{Dunno}};{{Dunno}};{{No}};{{No}};{{Yes}};{{Yes}};{{Dunno}};{{Yes}};RTF, HTML, txt;
Ulysses;Notebooks, sections, tags;{{Yes}};{{Yes}};{{Yes}};{{Yes}};{{Yes}};{{Yes}};{{Dunno}};{{Yes}};{{Yes}};{{Yes}};{{Yes}};Rich text; export as HTML; import text files; markdown editing.;
WikidPad;tags (wikiwords);{{Dunno}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{Dunno}};{{Dunno}};{{Dunno}};{{Yes}};HTML;
Microsoft Windows Journal;{{Dunno}};{{Dunno}};{{No}};{{Dunno}};{{No}};{{Dunno}};{{Yes}};{{Yes}}[13];{{Dunno}};{{Dunno}};{{Dunno}};{{Yes}};Proprietary;
Zim;tags (wikiwords);{{Yes}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{Yes}};{{Yes}};{{Yes}};{{Yes}}, using installed web browser;Stored in modified DokuWiki Markdown; export: HTML, LaTeX, Pandoc Markdown, Sphinx RST (reStructuredText);
Name;Organizing principle(s);Outline bulleting with indent;Tabbed sections;Sync;PDF annotate and save;White­board;Ink-pen input;Handwriting recognition;Spell check;Search;Replace;Printing;File save/export/import formats;
