Name;Organizing principle(s);Outline bulleting with indent;Tabbed sections;Sync;PDF annotate and save [unclear];White­board;Ink-pen input;Handwriting recognition;Spell check;Search;Replace;Printing;File save/export/import formats;
AllMyNotes Organizer;Tree;{{Yes}};{{No}};{{Yes}};{{No}};{{No}};{{No}};{{No}};{{Yes}};{{Yes}};{{Dunno}};{{Yes}};Proprietary, encrypted; import: plain text, RTF, CSV, images, HTML; exports: plain text, HTML, RTF, images;
BasKet Note Pads;Tree, tags;{{Dunno}};{{No}};{{No}};{{No}};{{Yes}};{{No}};{{No}};{{Yes}};{{Yes}};{{Dunno}};{{No}};Rich text; export as HTML; import text files;
CintaNotes;Notebooks, sections, tags;{{Yes}};{{Yes}};{{Yes}};{{No}};{{No}};{{No}};{{No}};{{No}};{{Yes}};{{Dunno}};{{Yes}};Proprietary; export to Unicode text, XML and HTML;
ConnectedText;Wiki, Tree and Categories;{{Yes}};{{Yes}};{{No}};{{No}};{{No}};{{No}};{{No}};{{Yes}};{{Yes}};{{Dunno}};{{Yes}};Proprietary (SQL); Export to text, XML, CHM and HTML. Import from text, HTML, XML and RTF;
Day One;Chronological, tags;{{Yes}};{{No}};{{Yes}}[4];{{No}};{{No}};{{No}};{{No}};{{Yes}};{{Yes}};{{Dunno}};{{Yes}}[5];Markdown (in GUI), XML (data file); Export as: pdf, txt, md;
Org-mode (Emacs);tree, tags;{{Yes}};{{Yes}};{{Yes}};{{Yes}};{{No}};{{No}};{{No}};{{Yes}};{{Yes}};{{Dunno}};{{Yes}};LaTeX, HTML, DocBook, Taskjuggler, PDF, Freemind, XOXO, iCalendar;
Evernote;tags, Notebooks, Stacks;{{Yes}};{{No}};{{Yes}};{{Yes}};{{No}};{{Partial}}[6];{{Yes}};{{Yes}};{{Yes}};{{Dunno}};{{Yes}};Notes stored as XML; both free and paid versions allow notes of any file type;
Gnote;Notebooks;{{Dunno}};{{No}};{{Yes}};{{Yes}};{{No}};{{Dunno}};{{Dunno}};{{Yes}};{{Yes}};{{Dunno}};{{Yes}};NoteXmlFormat, HTML, PDF;
Google Keep;tags, colors;{{No}};{{No}};{{Yes}};{{No}};{{Yes}};{{No}};{{Dunno}};{{partial}}[7];{{Yes}};{{Dunno}};{{No}};Proprietary; export to Google Doc and thence to PDF, Word, ODT etc.;
