Name;Rectilinear lenses (i.e. normal camera lenses);Fish eye lenses;Partial or full (spherical) panoramas or images from panoramic cameras;Different focal lengths in single panorama;Different lens types in single panorama;Perspective correction lenses;Other/Notes;
Panoweaver Standard / Professional [29];{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};;
i2Align Quickage Express / Pro;{{yes}};{{no}};{{no}};{{dunno}};{{dunno}};{{no}};;
Pixtra PanoStitcher[30];{{yes}};{{no}};{{no}};{{yes}};{{no}};{{no}};;
Pixtra OmniStitcher[31];{{yes}};{{yes}};{{no}};{{yes}};{{no}};{{no}};;
QuickPHOTO;{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};PROMICAM[32] microscope camera needed;
PhotoFit Harmony / Premium;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};;
PanoramaPlus X4;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};;
PanoramaBuilder 7.0 / PanoramaBuilder 7.0 Pro;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};;
360 Panorama Professional;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};;
VRstitcher Fisheye Pro;{{yes}};{{yes}};{{no}};{{no}};{{no}};{{no}};;
COOL 360;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};;
PanaVue ImageAssembler Std. / Pro. / Ent.;{{yes}};{{yes}}*;{{no}};{{no}};{{no}};{{dunno}};) Circular fish eyes not supported,[33] diagonal fish eyes up to 180 degree field of view.;
The Panorama Factory v5;{{yes}};{{no}};{{no}};{{no}};{{no}};;
PixMaker Lite / Home / Business;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};;
PTAssembler[34];{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};;
PTgui / PTgui Pro;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};;
Autopano Pro / Giga / Server;{{yes}};{{yes}};{{no}};{{yes}};{{yes}};{{yes}};Also supports motorized panoramic heads, in Giga & Pro versions.;
Autostitch;{{yes}};{{dunno}};{{no}};{{no}};{{yes}};{{dunno}};;
Calico Panorama;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};;
Hugin;{{yes}};{{yes}}*;{{yes}};{{yes}};{{yes}};{{yes}};As of v2010.2 onwards, all known fish eye projections are supported (equisolid, orthographic, stereographic);
3DVista Stitcher 3.0;{{yes}};{{yes}};{{no}};{{no}};{{no}};{{no}};"One shot" i.e. panoramic mirror lenses also supported.;
D Joiner;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};;
Panorama Maker 6;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};;
Photovista Panorama;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};;
PanoramaStudio / Pro;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};;
Stitcher Unlimited 2009;{{yes}};{{yes}};{{yes}};{{dunno}};{{dunno}};{{no}};;
ADG Panorama Tools / Pro[35];{{yes}};{{no}};{{yes}}*;{{no}};{{no}};{{no}};) Cylindrical only;
Panorama Composer 3;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};;
Image Composite Editor;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};;
Panorama Perfect;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};;
Photoshop;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};;
AIPR Lite 1;{{yes}};{{no}};{{no}};{{yes}};{{yes}};{{yes}}*;(*) homographic model compensates for these type of lenses;
Gigapan Stitch 1.0;{{yes}};{{no}};{{yes}};{{no}};{{no}};{{no}};;
PanoramaMaker;{{yes}};{{dunno}};{{dunno}};{{yes}};{{dunno}};{{dunno}};;
PanoEdit;{{yes}};{{no}};{{no}};{{no}};{{no}};{{dunno}};
SharpStitch;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};;
Name;Rectilinear lenses (i.e. normal camera lenses);Fish eye lenses;Partial or full (spherical) panoramas or images from panoramic cameras;Different focal lengths in single panorama;Different lens types in single panorama;Perspective correction lenses;Other/Notes;
