Client;Play While Downloading;PowerShare[6];Dynamic Upload;SUQWT[7];SubChunk Transfer;Drop Sources;Push small files;ZZ ratio[8];AntiLeech;IPFilter;Slot Control;
aMule;{{yes}};{{yes}}[9];{{yes|UBT}};{{no}};{{no}};{{yes}};{{no}};{{no}};{{no}}[10];{{yes}};{{yes}};
eMule;Official;{{no}};{{no}};{{yes|USS}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{yes}};{{no}};
Osp;{{yes}};{{no}};{{yes|USS}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{yes}};{{no}};
AnalyZZUL;{{no}};{{yes}};{{yes|USS}};{{yes}};{{no}};{{no}};{{no}};{{yes|fixed 1:3 Ratio}};{{yes|Client Analyzer}};{{yes}};{{yes|ZZ Slot Focus}};
beba;{{no}};{{yes|Release Priority}};{{yes|USS}};{{yes}};{{no}};{{yes}};{{no}};{{no}};{{yes|Client Analyzer}};{{yes}};{{yes|Slot Focus, Upload Slot Control}};
Magic Angel;{{no}};{{yes}};{{yes|SUC, USS}};{{yes}};{{no}};{{no}};{{yes}};{{yes}};{{yes|ARGOS}};{{yes}};{{yes|SlotFocus, trickleSlots}};
Mephisto;{{no}};{{yes|PS & PowerRelease}};{{yes|NAFC}};{{yes}};{{no}};{{yes}};{{yes}};{{yes|optional: 1:3 ratio or source limits or enforced with chooseable ratio or dynamic by friendslot}};{{yes|DLP}};{{yes}};{{yes| Slotfocus}};
MorphXT;{{no}};{{yes|PowerShare & Release Priority}};{{yes|SUC, USS}};{{yes}};{{no}};{{no}};{{yes}};{{yes|optional: dynamic 1:3 Ratio}};{{yes|Stringlist, Stricter protocol checks}};{{yes}};{{yes|SlotFocus, trickleSlots}};
NeoMule;{{no}};{{yes|PowerShare & Release Priority}};{{yes|USS, NAFC, NeoBC [11]}};{{yes}};{{yes}};{{yes}} (including IpBlock);{{yes|custom}};{{yes|optional 1:4 Ratio}};{{yes|ARGOS (including DLP support)}};{{yes}};{{yes|SlotFocus, trickleSlots, Badwolf, manuel}};
ScarAngel;{{no}};{{yes|PS & PowerRelease}};{{yes|NAFC}};{{yes}};{{no}};{{yes}};{{yes}};{{yes|optional: 1:3 ratio or source limits or enforced with chooseable ratio}};{{yes|DLP}};{{yes}};{{yes|Xtreme Upload System}};
SharkX;{{no}};{{yes|Power Release}};{{no}};{{yes}};{{no}};{{yes}};{{yes|Only incomplete}};{{no|taz dynamic ratio}};{{yes|Client Analyzer}};{{yes}};{{yes|Slot Focus}};
Sivka;{{no}};{{yes|Release priority}};{{yes|USS}};{{no}};{{no}};{{yes|Yes (incl. List)}};{{yes}};{{no}};{{no}};{{yes}};{{yes}};
Spike2;{{no}};{{yes}};{{yes|USS}};{{no}};{{no}};{{yes|Yes (incl. List)}};{{no}};{{no}};{{yes|Stringlist + Client Analyzer}};{{yes}};{{yes|Slotfocus, Min/Max. Slots}};
StulleMule;{{no}};{{yes}};{{yes|SUC, USS}};{{yes}};{{no}};{{yes|Yes (incl. List)}};{{yes}};{{yes|dynamic 1:3 Ratio or enforced choosable ratio}};{{yes|DLP methods}};{{yes}};{{yes|USC, Slotfocus}};
Xtreme;{{no}};{{yes|PowerRelease}};{{yes|NAFC}};{{no}};{{no}};{{yes}};{{yes}};{{yes|optional: 1:3 ratio or source limits}};{{yes|DLP}};{{yes}};{{yes|Xtreme Upload System}};
X-Ray;{{no}};{{yes}};{{yes|USS}};{{yes}};{{no}};{{yes|List+Variable Blocktime}};{{no}};{{no}};{{yes|Argos (with own DLP)}};{{yes}};{{yes|Slotspeed}};
ZZUL;{{no}};{{yes}};{{yes|USS}};{{no}};{{no}};{{no}};{{no}};{{yes|fixed 1:3 Ratio}};{{no}};{{yes}};{{yes|SlotFocus}};
ZZUL BastarD;{{no}};{{yes|PowerShare, SuperRelease}};{{yes|USS}};{{yes}};{{no}};{{no}};{{yes}};{{yes|fixed 1:3 Ratio}};{{yes|Stringlist + Client Analyzer for Armadillo}};{{yes}};{{yes|SlotFocus}};
eMule Plus;{{no}};{{yes|Release priority, JumpStart}};{{no}};{{no}};{{no}};{{no}};{{yes}};{{yes|1:3 < 4KB/s, 1:4 < 10KB/s}};{{yes}};{{yes}};{{yes|trickleSlots}};
Lphant;{{no}};{{dunno}};{{no}};{{dunno}};{{yes|Basic Support for Crumbs}};{{dunno}};{{dunno}};{{no}};{{no}};{{yes}};{{dunno}};
MLDonkey;{{no}};{{yes|Folder reserved slot + release file slot}};{{yes}};{{no}} (No queue);{{no}};{{yes|Uses a very low priority list instead}};{{yes|Similar Feature}};{{yes|About 1:4 below 10KB/s}};{{no}};{{yes}};{{yes}} (user selects number of slots);
Shareaza;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};{{yes|Reward uploaders}};{{yes}};{{yes}};
xMule;{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{yes}};{{no}};
Client;Play While Downloading;PowerShare;Dynamic Upload;SUQWT;SubChunk Transfer;Drop Sources;Push Small files;ZZ Ratio;AntiLeech;IPFilter;Slot Control;
