;Trident;Tasman;Gecko;WebKit;KHTML;Presto;iCab;
del;rowspan="2" {{Yes}};rowspan="2" {{Yes}};rowspan="2" {{Yes}};rowspan="2" {{Yes}};rowspan="2" {{Yes}};rowspan="2" {{Yes}};rowspan="2" {{Yes}};
ins;
